NAZEV;KOD_PRACOVISTE;KOD_LEKARNY;ICZ;ICO;MESTO;ULICE;PSC;LEKARNIK_PRIJMENI;LEKARNIK_JMENO;LEKARNIK_TITUL;WWW;EMAIL;TELEFON;FAX;ERP;TYP_LEKARNY;ZASILKOVY_PRODEJ;POHOTOVOST
LÈk·rna Zastavka s.r.o.;00214231133;73995135;73995003;22173056;Zast·vka;Babick· 507;66484;Filipov·;Iva;PharmDr.;;lek.zastavka@volny.cz;546 411 247;;0;Z;;
LÈk·rna Zdice;00212992454;21995490;21995001;27082440;Zdice;»s. arm·dy 894;26751;Hermanov·;Iveta;Mgr. ;http://www.alza.cz;lekarna.zdice@alza.cz;777471507;;1;Z;ANO;
LÈk·rna Zdounky s.r.o.;77627000000;77995150;77627000;29320861;Zdounky;Zborovsk· 104;76802;PospÌöilov·;PavlÌna;Mgr.;;lekarnazdounky@centrum.cz;573 365 132;573 365 132;1;L;;
LÈk·rna ZdravÌ;93995026001;93995650;93995026;27798062;Mohelnice;OkruûnÌ 591/10;78985;Kulinov·;Helena;Mgr.;;Lekarna.mohelnice@seznam.cz;583 430 085;;1;Z;;
L…K¡RNA ZDRAVÕ s.r.o.;86303000000;86995030;86303000;27764974;Dobr·; 230;73951;Zitov·;Radka;Mgr.;;lekarnazdravi@lekarna-hit.cz;558 641 392;;1;Z;;
LÈk·rna ZdravÌ Z·b¯eh;93995054001;93995410;93995054;27798062;Z·b¯eh;BezruËova 2144/1b;78901;KubÌËkov·;Jana;PharmDr.;http://www.lekarnazdravi.cz;lekarna.zdravi@iol.cz;583 455 954;;1;Z/OOVL;ANO;
LÈk·rna Zelen˝ slon;48643000001;48995460;48643000;06712428;Habartov;Raisova 748;35709;PospÌöil;Pavel;Mgr.;;lekarnaukostela@seznam.cz;771 159 820;;1;Z;;
LÈk·rna zooplus AG;51441000000;51995800;51441000;04615930;Ji¯Ìkov;M·nesova 1084/50;40753;Tejneck˝;Ji¯Ì;RNDr.;http://www.zooplus.de/, http://www.zooplus.nl/shop/apotheek/;legal@zooplus.com;602 586 870;;0;Z;;
LÈk·rna Zub¯Ì;00201109305;94995058;94360000;02137712;Zub¯Ì;SÌdliötnÌ 1749;75654;Hus·k;Karel;PharmDr.;www.rubus.cz;zubri@rubus.cz;571 658 398;;0;Z/OOVL;;
LÈk·rna éabov¯esky;00214152189;72995338;72995383;07122322;Brno;Horova 1623/28;61600;ZahradnÌkov·;Martina;Mgr.;;info@lekarnazabovresky.cz;736445736;;0;Z;;
LÈk·rna éd·nice;75610000000;75995150;75610000;61392499;éd·nice;Z·meck· 454;69632;Berkov·;Stanislava;PharmDr.;;lekarna.zdanice@iol.cz;518 633 282;;1;Z;;
LÈk·rna éiva;60995032000;60995680;60995032;06426425;édÌrec nad Doubravou;MÌrov· 119;58263;Drdlov·;Jana;Mgr.;www.lekarnaziva.cz;jana.drdlova@lekarnaziva.cz;778 727 686;;1;Z;;
LÈk·rna 050506;64602000000;64995050;64602000;48651419;JaromÏ¯;Husova 931;55101;Mich·lek;V·clav;Mgr.;;vaclav.michalek@cbox.cz;491 812 480;;1;Z;;
LÈk·rna 1. lÈk·rensk· Kyjov, s.r.o.;75642000000;75995090;75642000;63482860;Kyjov;t¯Ìda KomenskÈho 588/53;69701;Justra;Jan ;Mgr.;http://www.prvni-lekarna.cz;lekarnakyjov@seznam.cz;518 614 524;;1;Z;;
LÈk·rna 111;85032000000;85995150;85032000;45211191;Vrbno pod PradÏdem;N·draûnÌ 202;79326;Koudelkov·;Olga;Mgr.;http://lekarnakoudelkova.webnode.cz;lekarna111@seznam.cz;554 751 619;;1;Z;;
LÈk·rna 2. kvÏtna;00200010539;27995540;27024000;06807356;Nymburk;2. kvÏtna 757/1;28802;Kaöparov·;Magda;PharmDr.;http://www.nympharm.cz;2.kvetna@nympharm.cz;325 514 514;;1;Z;;
LÈk·rna 2.0;00203410317;72995314;72995364;05488885;Brno;Martinkova 253/7;60200;Petr·kov·;Taù·na;PharmDr. ;http://www.lekarnamartinkova.cz/;lekarna2.0@email.cz;731 743 096;;0;Z;;
LÈk·rna 203-02;22995044000;22995130;22995044;26725592;Slan˝;Masarykovo n·mÏstÌ 135/12;27401;äpacÌr;Frantiöek;PharmDr.;;lekarnaslany@seznam.cz;312 520 035, 312 522 251;;1;Z/OOVL;;
LÈk·rna 510 Holice;89100620000;89996000;89100620;06990142;Olomouc;U soln˝ch ml˝n˘ 622/2;77900;Kroupov·;Dagmar;PharmDr.;http://www.lekarna2.cz;lekarna510@volny.cz;585313560;;1;Z;ANO;
LÈk·rna 6ka;06995064000;06995500;06995064;01824813;Praha;Fajtlova 1090/1;16100;FraÚkov·;Lenka ;PharmDr.;http://www.sanabilis.cz;lekarna6ka@sanabilis.cz;608 677 388;;1;Z;;
LEKARNA.CZ;62650000000;62995490;62650000;25784684;Chrudim;PÌöùovy 864;53701;Finsterle;VladimÌr;PharmDr.  ;http://www.lekarna.cz/, http://www.mojalekaren.sk;dotazy@lekarna.cz, lekarna@lekarna.cz;466 444 233;;0;Z;ANO;
LÈk·rna-MÏstsk· poliklinika;20852000000;20995120;20852000;75045273;T˝nec nad S·zavou;K N·klÌ 510;25741;Nov·kov·;Alice;PharmDr.;;lekarna-tynec@cbox.cz;317 701 335;317 701 335;1;Z;;
LÈk.Nem.Milosrd.sester sv.K.BoromejskÈho v Praze;01995005000;01995080;01995005;73634085;Praha;Vlaösk· 336/36;11800;Machov· ;Hana ;PharmDr.;http://www.nmskb.cz;lekarna@nmskb.cz, hana.machova@nmskb.cz, lekarna-nmskb@seznam.cz;257 197 342, 257 197 343;;1;NO;;
Libouchec;59809000000;59995340;59809000;60281049;Libouchec; 82;40335;Miksov·;Jaroslava;Mgr.;;lekarna.londynska@seznam.cz;475 222 758;;1;Z;;
Libuöina lÈk·rna;00215472481;39995520;39642000;23591943;BechynÏ;Libuöina 163;39165;Rajnov·;Miroslava;Mgr.;;lek.bechyne@volny.cz;380 120 513;;0;Z;;
Liliov· lÈk·rna;44352000001;44995470;44352000;26367700;PlzeÚ;Slovansk· 1238/69;32600;Krblichov·;Ludmila;Mgr.;http://www.intec.cz;liliova@intec.cz;377 443 279;;1;Z;;
Lipov· lÈk·rna;44352000004;44995650;44352000;26367700;PlzeÚ;alej Svobody 882/60;32300;Neuûil;Ivo;Mgr.;http://www.intec.cz;lipova@intec.cz;377 533 259;;1;Z;;ANO
Lubeneck· lÈk·rna;56638000000;56995350;56638000;29117585;Lubenec;Karlovarsk· 146;43983;Proch·zkov·;Kate¯ina;Mgr.;;lubenecka-lekarna@seznam.cz;415 211 899;;1;Z;;
Magistr Tom lÈk·rna + zdrav· v˝ûiva;00203660513;7199566;71363000;19628072;Boskovice;R˘ûovÈ n·mÏstÌ 2128/5;68001;Stloukalov·;Dagmar;Mgr.;;lekarna@magistrtom.cz;606 051 054;;0;Z;;
Magistra LÈk·rna Bellis;79026000000;79995430;79026000;24801011;T¯ebÌË;Jihlavsk· br·na 1/10;67401;Kr·lÌËek;ZdenÏk;Mgr.;;lekarna.bellis@volny.cz;730 840 222;;1;Z;;
Magistra LÈk·rna Hostiva¯;00202210459;10995220;10995098;24801011;Praha;Pr˘myslov· 1472/11;10200;Bah;Eva ;PharmDr.;https://www.magistra.cz;info@magistra.cz, zakaznicky.servis@magistra.cz;774 766 817;;0;Z;ANO;
Magistra LÈk·rna Na Trojce;00202907249;65995890;65748000;24801011;Pardubice;Odbor·¯˘ 346;53009;Hˆchtberger;Luk·ö;Mgr.;https://www.magistra.cz;Magistra.lekarna.na3@seznam.cz;736 755 844;;1;Z;;
Magistra LÈk·rna Opatov;04995137000;04995980;04995137;24801011;Praha;Boh˙Úova 1550/19;14900;GogolÌnov·;Nikola;Mgr.;http://www.magistra.cz;magistra.lekarna.opatov@seznam.cz;730 840 150;;1;Z/OOVL;;
Magistra LÈk·rna Polsk·;00202640748;22995670;22995071;49826352;Kladno;Polsk· 2334;27201;Kopeck·;Ivana;Mgr.;http://www.magistra.cz;lekarnapolska@volny.cz;730 840 231;;0;Z;;
Magistra LÈk·rna U polikliniky;04995139000;04996070;04995139;24801011;Praha;»eskoslovenskÈho exilu 2175/30;14300;ätefkov·;Olga;Mgr.;http://www.magistra.cz;lekarnaupolikliniky@seznam.cz;730840250;;1;Z;;
Magistra LÈk·rna U r˘ûe;34641000000;34995490;34641000;24801011;T¯eboÚ;Klof·Ëova 395;37901;Kohoutov·;Petra;Mgr.;http://www.magistra.cz;lek.uruze@seznam.cz;384 721 877;;1;Z;;
Magistra LÈk·rna U Tyröe;00215010267;58995700;58379000;24801011;Krupka;Bohosudovsk· 472/29;41741;Markov·;NadÏûda ;Mgr. ;http://www.magistra.cz;utyrse@seznam.cz;417861330;;1;Z;;
Magistra NOV¡ L…K¡RNA;27632000000;27995250;27632000;24801011;PodÏbrady;HavlÌËkova 53/8;29001;Laluchov·;Jaroslava;Mgr.;;nova.lekarna@centrum.cz;325 615 694;;1;Z;;
Malostransk· lÈk·rna;32029000000;32995490;32029000;60644869;T˝n nad Vltavou;Orlick· 400;37501;Ml·dkov·;Dagmar;PharmDr.;http://www.malostranska-lekarna.cz;mladku@seznam.cz;385 722 668;;1;Z;;
MAPO lÈk·rna;00200157897;93955660;93995080;27769470;äumperk;Fialova 3341/12a;78701;KluËkov·;Petra;Mgr.;www.mapolekarna.cz;lekarna@mapolekarna.cz;583 551 514;;0;Z;;
MAPO lÈk·rna;00201227657;07995540;07995049;27769470;Praha;Jankovcova 1569/2c;17000;Perutkov·;Patricie;Mgr.;;praha@mapolekarna.cz;226 201545;;0;L;;
MAPO lÈk·rna Olomouc;00212759282;89996170;89101750;27769470;Olomouc;t¯. Kosmonaut˘ 1338/1c;77900;Vyroubalov·;Jana;Mgr.;;olomouc@mapolekarna.cz;737673812;;0;Z;;
Mari·nskohorsk· lÈk·rna;91995680000;91995112;91995680;28651456;Ostrava;28. ¯Ìjna 696/205;70900;Ko¯Ìnek;Kamil;Mgr. ;;marianskohorska.lekarna@gmail.com;596 633 177;;1;Z;;
Mariina lÈk·rna;40303000001;40995500;40303000;07569173;Horöovsk˝ T˝n;DobrovskÈho 248;34601;Presl;Ji¯Ì;PharmDr.;www.mariinalekarna.cz;lekarna@mariinalekarna.cz;379 422 223;;0;Z;ANO;
MaruöËina Apatyka;75684000000;75995103;75684000;06171001;Blatnice pod Svat˝m AntonÌnkem; 28;69671;FojtÌkov·;Marie;PharmDr.;;maruscina.apatyka@centrum.cz;518331270;;0;Z/OOVL;;
Masaryk˘v onkologick˝ ˙stav, ⁄stavnÌ lÈk·rna;72995067000;72995430;72995067;00209805;Brno;élut˝ kopec 543/7;60200;Synek;Stanislav;PharmDr.;http://www.mou.cz;stanislav.synek@mou.cz;543 136 500;;1;NO;;
MED Centrum spol. s r.o.;92625000000;92995360;92625000;47977434;LipnÌk nad BeËvou;Oseck· 309/20;75131;äojdrov·;ºubomÌra;PharmDr.;;lekarna@mc.mitranet.cz;581 774 153;;1;Z;;
MEDEA;58321000000;58995240;58321000;62747011;Hostomice;VrbenskÈho 165;41752;ätÏpkov·;Leona;Mgr.;http://www.lekarnamedea.cz;info@lekarnamedea.cz;417 825 212;;1;Z/OOVL;;
MEDILOCO;44368000000;44995480;44368000;25204351;PlzeÚ;Sokolovsk· 1116/77;32300;älezingr;Stanislav;Mgr.;;lek.mediloco@seznam.cz;377 524 508;;1;Z;;
Mendelova lÈk·rna s.r.o.;88995013000;88995070;88995013;26827085;Nov˝ JiËÌn;BezruËova 413/2;74101;LouËkov·;Lenka;PharmDr.;http://www.mendelovalekarna.cz;lekarna@mendelovalekarna.cz;556 794 100 - 103;;1;LO;ANO;
menim nazev lekarny;00203538297;12345609;66655521;00023817;Karvin·;Polsk· 261/9;73401;jetel;frantaj;;;update@async.cz;111222333;;0;;;
MÈtis;44304000005;45995250;45637000;25216791;Stod;N·draûnÌ 769;33301;äùastn˝;Filip;Mgr.;http://www.devetsil.cz;stod@devetsil.cz;377 970 690;;1;Z;;
Mezibo¯Ì;57995411000;57995220;57995411;63756838;Mezibo¯Ì;n·m. 8. kvÏtna 330;43513;Boûkov;Dimitr;Mgr.;;lekarnamezibori@seznam.cz;476 748 153;;1;Z;;
Mich·lkovick· lÈk·rna;91526000001;91995060;91526000;28616570;Ostrava;»eskoslovenskÈ arm·dy 337/60;71500;Petr·öov·;Eva;PharmDr.;http://www.lekarny.zdravcentra.cz/ostrava-michalkovice/;lekarnamichalkovice@email.cz;596 231 088;;1;Z/OOVL;;
Modr· lÈk·rna;00200368596;21995390;21325000;08637105;Ho¯ovice;KomenskÈho 49/6;26801;Beneöov·;Milada;PharmDr.;http://www.horovice-lekarna.cz;honza.slaboch@gmail.com;311 516 600;;1;Z;;
Modr· lÈk·rna;22995050000;22995290;22995050;25109022;Kladno;äkolsk· 256;27201;äetkov·;Kl·ra;Mgr.;http://www.modralekarna.cz;modralekarna@gmail.com;312 685 021, 727959049;;1;Z/OOVL;;
Modr· lÈk·rna;44352000003;44995630;44352000;26367700;PlzeÚ;Klostermannova 1219/12;30100;Jaroöov·;Michaela;Mgr.;http://www.intec.cz;modra@intec.cz;377 371 444;;1;Z;;
Modr· lÈk·rna;82630000001;82995710;82630000;25522612;ZlÌn;t¯Ìda Tom·öe Bati 3910;76001;Nesrstov·;Libuöe ;PharmDr.;;modra.lekarna@seznam.cz;573 776 020;;1;Z;;
Modr· lÈk·rna Na p¯Ìkopech;00200803883;70995560;70662000;06432816;⁄stÌ nad OrlicÌ;T. G. Masaryka 125;56201;KrsiËkov·;Kamila ;PharmDr.;;modralekarna@lekyhned.cz;465 422 804;;1;Z;;
Moje lÈk·rna Na Fryöt·tskÈ;87388200000;87995114;87388200;28594983;Karvin·;Fryöt·tsk· 168/32;73301;ZvarÌkov·;Eva;Mgr.;http://www.lekarna-pohotovost.cz/;ece@post.cz;602 659 942;;1;Z;;
Montana;67348000001;67995250;67348000;27485781;Jilemnice;Jana Harracha 90;51401;Kuûelov·;Renata;Mgr.;;lekarna.montana@seznam.cz;481 311 862, 481 540 289;;1;Z/OOVL;;
MORAVACOP spol. s r.o.;77624000000;77995240;77624000;18188982;KromÏ¯Ìû;VejvanovskÈho 374/2;76701;Horn˝;Roman;PharmDr.;http://www.apatyka.net;horny@apatyka.net;573 330 442;;1;Z;ANO;
Multiscan Pharma s.r.o.;65593000000;65995580;65593000;28426568;Pardubice;Kyjevsk· 44;53003;Cihlo;Jan;PharmDr.;;info@mspharma.cz, kancelar@mspharma.cz;466 016 499, 466 016 432;;0;LO;;
Na HradÏ;54347000000;54995480;54347000;25046489;Hr·dek nad Nisou;Smetanova 324;46334;Jaroö;LubomÌr;PharmDr.;"http://www.lekarnanahrade.cz	";lekarnanahrade@seznam.cz;482 311 660;;1;Z;;
Na HvÏzdÏ;58304000000;58995140;58304000;47767871;Teplice;AntonÌna Sochora 1340/4;41501;Maökov·;Dagmar;Mgr.;;lekarnanahvezde@volny.cz;417 575 322;;1;Z;;
Na n·mÏstÌ;26995070000;26995290;26995070;66068096;Ben·tky nad Jizerou;Husovo n·mÏstÌ 41/34;29471;JelÌnkov·;Zuzana;PharmDr.;;z.jelinkova@email.cz;326 316 795;;1;Z;;
Na n·mÏstÌ;51594000000;51995490;51594000;62233491;äluknov;n·m. MÌru 344;40777;Bradov·;Marie;Mgr.;http://www.lekarna-sluknov.cz;m.bradova@worldonline.cz, lekarna.sluknov@seznam.cz;412 386 626;;1;Z;ANO;
Na n·mÏstÌ;55453000001;55995140;55453000;46018417;T¯ebenice;Masarykova 75;41113;äturm;Daniel;PharmDr.;;lekarna.trebenice@seznam.cz;416 594 431;;1;Z;;
Na N·mÏstÌ;66302000000;66995290;66302000;27469425;T˝niötÏ nad OrlicÌ;MÌrovÈ n·m. 233;51721;Dvo¯·kov·;Eva;Mgr.;;leknanamesti@volny.cz;494 320 468;;1;Z;;
Na poliklinice;88995031000;88995050;88995031;25864173;Kop¯ivnice;ätef·nikova 1301/4;74221;»ul·kov·;Renata;Mgr.;http://www.mojelekarna.cz;lekopr@stavovska.cz;556 813 320;;1;L;;
Na Poliklinice;53334000000;53995250;53334000;25282573;éelezn˝ Brod;JarnÌ 53;46822;Janata;VladimÌr;Mgr.;http://www.poliklinikazb.cz;lekarna@poliklinikazb.cz;488 588 272;;1;Z;;
Na Prokopce;51578000000;51995590;51578000;74260430;DÏËÌn;Prokopa HolÈho 139/21;40502;RadisavljeviË;Zuzana;Mgr.;http://www.lekarnanaprokopce.cz;brucha@centrum.cz;412 514 173, 602 664 940;;1;Z;;
Na Pt·k·ch;64630000000;64995370;64630000;73606553;JaromÏ¯;Boûeny NÏmcovÈ 486;55101;Gieblov·;Jitka;Mgr.;http://www.lekarnajaromer.cz;lekarna.naptakach@seznam.cz;491 810 153;;1;Z;;
Na R˘ûovÈm vrchu;42537000000;42995360;42537000;26345757;Karlovy Vary;Sedleck· 761/5;36010;Sedl·k;Miroslav;Mgr.;http://www.ipcgroup.cz;vary@ipcnet.cz;353 230 244, 607 036 328;;1;Z;;
Na Struze;69618000000;69995330;69618000;64201279;Trutnov;KomenskÈho 821;54101;Pochop;Duöan;RNDr.;;nastruze@volny.cz;499 819 160;;1;Z;;
Na st¯edisku;89257000003;89995600;89257000;26850281;BohuÚovice;Za pilou 199;78314;JenÌkov·;Iva;Mgr.;;lex.bohunovice@seznam.cz;585 389 005;;1;Z;;
Na ätÏpnici;70637000000;70995350;70637000;73606553;⁄stÌ nad OrlicÌ;Polsk· 1308;56206;Kalinov·;Jana;Mgr.;http://www.pharma-care.cz ;lekarna.nastepnici@seznam.cz;465 635 436;;1;Z/OOVL;;
Na VyöehradÏ;46674000001;46995050;46674000;61770931;ManÏtÌn; 220;33162;Sp·Ëil;Jaroslav;Mgr.;;spa.lekarna@razdva.cz;373 392 207;;1;Z/OOVL;;
Nad KnÌûecÌ;05995022000;05995350;05995022;25137298;Praha;Kov·k˘ 1083/3;15000;Syslov·;Jaroslava;PharmDr.;;nadknizeci@centrum.cz;251 564 219;;1;Z;;
naöe lÈk·rna;72995314000;72995244;72995314;06378510;Brno;Str·nskÈho 3033/28;61600;JanÌkov·;Gabriela;PharmDr.;http://www.naselekarnabrno.cz/;stranskeho@naselekarnabrno.cz;530 505 864, 778 598 022;;1;Z/OOVL;;
Nemocnice Na Frantiöku - ˙stavnÌ lÈk·rna;01995011000;01995070;01995011;00879444;Praha;Na Frantiöku 847/8;11000;MedveÔov·;Andrea;Mgr.;http://www.nnfp.cz;Lekarna@nnfp.cz;222 311 870, 222 801 328, 222 801 397;222 311 870;1;NO;;ANO
Nemocnice Pelh¯imov p.o., ˙stavnÌ lÈk·rna;35614000000;35995100;35614000;00511951;Pelh¯imov;SlovanskÈho bratrstvÌ 710;39301;Vachov·;Radka;PharmDr.;http://www.hospital-pe.cz;lekarna@nempe.cz;565 355 595;565 355 595;1;NO;;
Nemocnice Prachatice, a.s., lÈk·rna;37313000000;37995020;37313000;26095165;Prachatice;Nebahovsk· 1015;38301;P¯edota;V·clav;PharmDr.;http://www.nempt.cz;lekarna@nempt.cz;388 600 445, 702 012 243;;1;NO;;
Nemocnice Valtice s.r.o.;74777000000;74995120;74777000;63488329;Valtice;Kl·öternÌ 1150;69142;Vom·Ëkov·;Hana;Mgr.;https://nemvalt.cz/lekarna/;vomackova@nemvalt.cz;519 363 154;;1;NZ;;
NemocniËnÌ lÈk·rna;53346000000;53995220;53346000;00829838;Jablonec nad Nisou;NemocniËnÌ 4446/15;46601;TomÌökov·;Lenka;Mgr.;http://www.nemjbc.cz;tomiskova@nemjbc.cz;483 345 740, 483 345 744;;1;NO;;
NemocniËnÌ lÈk·rna;60995015000;60995280;60995015;00179540;HavlÌËk˘v Brod;Husova 2624;58001;Vodr·ûka;VÌt;Mgr.;http://www.onhb.cz;lekarnanhb@onhb.cz, vit.vodrazka@onhb.cz;569 472 255, 569 472 560, 569 472 563;;1;NO;;
NemocniËnÌ lÈk·rna;26995050000;26995120;26995050;27256456;Mlad· Boleslav;t¯. V·clava Klementa 147/23;29301;Vele;Pavel;Mgr.;http://www.klaudianovanemocnice.cz;pavel.vele@onmb.cz;326 743 601-10;;1;NO;;
NemocniËnÌ lÈk·rna;20823000000;20995030;20823000;27253236;Beneöov;M·chova 400;25601;Kr·l;Jan;PharmDr.;http://www.hospital-bn.cz;lekarna.verejna@hospital-bn.cz;317 756 563;;1;NO;;
NemocniËnÌ lÈk·rna;72995073000;72995440;72995073;65269705;Brno;Jihlavsk· 340/20;62500;Koz·kov·;ä·rka;PharmDr.;http://www.fnbrno.cz;kozakova.sarka@fnbrno.cz;532232438;;1;NO;;
NemocniËnÌ lÈk·rna;84803000000;84995080;84803000;00842001;NovÈ MÏsto na MoravÏ;éÔ·rsk· 610;59231;Lacinov·;Jana;Mgr.;https://www.nnm.cz/lekarna;jana.lacinova@nnm.cz;566801560, 566801564, 566801565, 566801569;;1;NO;;
NemocniËnÌ lÈk·rna;50953000000;50995070;50953000;27283518;»esk· LÌpa;PurkyÚova 1849;47001;Filipkov·;Petra;PharmDr.;http://www.nemcl.cz;verejna.lekarna@nemcl.cz;487954290 ve¯ejn· lÈk·rna;;1;NO;;
NemocniËnÌ lÈk·rna;72995073002;;72995073;65269705;Brno;ObilnÌ trh 526/11;60200;Koz·kov·;ä·rka;PharmDr.;https://www.fnbrno.cz/;ondraskova.jana@fnbrno.cz;532 238 484;;1;NZ;;
NemocniËnÌ lÈk·rna;72995073001;;72995073;65269705;Brno;»ernopolnÌ 212/9;61300;Koz·kov·;ä·rka;PharmDr.;http://www.fnbrno.cz;sikulova.denisa@fnbrno.cz, mrkos.miroslav@fnbrno.cz;532 234 181, 532 234 416, 532 234 617, 532 234 646;;1;NZ;;
NemocniËnÌ lÈk·rna;39602000000;39995100;39602000;26095203;T·bor;Kpt. Jaroöe 2000/10;39003;VrkoËov·;Hana;PharmDr.;http://www.nemta.cz;hana.vrkocova@nemta.ct, lekarna@nemta.cz;381 607 600;381 607 600;1;NO/OOVL;;
NemocniËnÌ lÈk·rna;40995518000;40995230;40995518;26361078;Domaûlice;Kozinova 292;34401;Radoöick·;Petra;PharmDr.;http://www.donem.cz;lekarna@donem.cz;379 710 175;;1;NO/OOVL;;
NemocniËnÌ lÈk·rna Duchcov;58361000000;58995510;58361000;61537713;Duchcov;NemocniËnÌ 264;41901;Dost·lov·;Martina ;PharmDr.;http://www.nedu.cz;dostalova@nedu.cz;417 514 761, 733 786 672;;1;L;;
NemocniËnÌ lÈk·rna HavÌ¯ov;87378000000;87995950;87378000;00844896;HavÌ¯ov;DÏlnick· 1132/24;73601;Vejmola;Luboö;PharmDr.;http://www.nemocnicehavirov.cz;lekarna@nemhav.cz;596491189;;1;NO;ANO;
NemocniËnÌ lÈk·rna Homolka;00215696215;05995912;05995004;00064203;Praha;Roentgenova 37/2;15000;Semer·kov·;Renata ;PharmDr.;www.fnmh.cz;lek@fnmh.cz;257 272 819;;0;NO;;
NemocniËnÌ lÈk·rna, Krajsk· nemocnice Liberec a.s.;54102000000;54995090;54102000;27283933;Liberec;Husova 1430/34;46001;MÌsa¯;Martin;Mgr.;http://www.nemlib.cz;lekarna@nemlib.cz;485 312 365, 485 312 494, 485 313 407, 485 313 408;;1;NO;;
NemocniËnÌ lÈk·rna KZ - Nemocnice Most, o.z.;57995417000;57995090;57995417;25488627;Most;J. E. PurkynÏ 270/5;43401;Buri·nov·;VÏra;Mgr.;http://www.kzcr.eu/cz/mo/pro-pacienty/zdravotnicka-pracoviste//lekarna;vera.burianova@kzcr.eu;478 032 540 (ve¯ej. Ë·st);478  033 416;1;NO;;
NemocniËnÌ lÈk·rna KZ - V Podh·jÌ;59894000001;59995620;59894000;25488627;⁄stÌ nad Labem;V Podh·jÌ 500/23;40001;Koköal;Ji¯Ì;PharmDr.;http://www.kzcr.eu;"lekarna.ulv@kzcr.eu; jiri.koksal@kzcr.eu";477 114 253;;1;NZ;;
NemocniËnÌ lÈk·rna KZ, Nemocnice DÏËÌn, o.z.;51604000000;51995090;51591000;25488627;DÏËÌn;U Nemocnice 605;40502;Broûovsk·;Monika ;Mgr.;http://www.kzcr.eu/default.aspx;lekarna.DC@kzcr.eu;412 705 440;;1;NZ;;
NemocniËnÌ lÈk·rna Masarykovy nemocnice;59807000000;59995130;59807000;25488627;⁄stÌ nad Labem;Soci·lnÌ pÈËe 3316/12a;40011;MuËicov·;Olga;Mgr.;http://www.kzcr.eu;"olga.mucicova@kzcr.eu; lekarna.uln@kzcr.eu";477 112 100, 477 112 147, 731 132 681;477 112 102;1;NO;;
NemocniËnÌ lÈk·rna MÏstskÈ nemocnice Ostrava;00213576541;91995199;91001666;00635162;Ostrava;NemocniËnÌ 3407/15;70200;Hrub˝;Kamil;PharmDr.;www.mnof.cz;kamil.hruby@mnof.cz;596 192 331;;0;NO;;ANO
NemocniËnÌ lÈk·rna N·chod;64635000000;64995080;64635000;27530981;N·chod;NÏmcovÈ 738;54701;Vesel˝;Josef;Mgr.;http://www.khl.cz;poliklinika@khl.cz;491 421 334;;1;LO/OOVL;;
NemocniËnÌ lÈk·rna, Nemocnice Teplice, o.z.;58317000000;58995100;58317000;25488627;Teplice;Duchcovsk· 962/53;41501;VaÚkov·;Eva;Mgr.;http://www.kzcr.eu/cz/tp;eva.vankova@kzcr.eu;417 519 679 (ve¯.Ë.), 671 (˙st.Ë.);417 519 752;1;NO;;
NemocniËnÌ lÈk·rna, Nemocnice TGM HodonÌn, p.o.;75648000000;75995080;75648000;00226637;HodonÌn;PurkyÚova 2731/11;69501;LoköÌk;Michal;Mgr.;https://www.nemho.cz/lekarna;lekarna@nemho.cz;518 306 119, 518 306 195, 518 306 197;;1;NO;;
NemocniËnÌ lÈk·rna PP Hospitals, s.r.o.;28163000000;28995450;28163000;26085011;Brand˝s nad Labem-Star· Boleslav;Br·zdimsk· 1000/3;25001;N˝drle;Martina;Mgr.;;lekarna@nembnl.com;326 746 501;;1;NO;;
NemocniËnÌ lÈk·rna Sokolov;48644000000;48995430;48644000;24747246;Sokolov;Slovensk· 545;35601;Debn·rov·;Ludmila;PharmDr.;http://www.pentahospitals.cz;lekarna@nemosok.cz, lekarnanemos@email.cz;352 520 472;;1;NZ;;
NemocniËnÌ lÈk·rna ⁄VN;06995001001;06995630;06995001;61383082;Praha;U vojenskÈ nemocnice 1200/1;16200;Mr·zkov·;Nikola;Mgr.;https://lekarna.uvn.cz/;lekarna@uvn.cz;973202847;;0;A;;
NemocniËnÌ lÈk·rna VFN v Praze;02995024000;02995051;02995024;00064165;Praha;U nemocnice 499/2;12800;Jan˘;Michal;PharmDr.;http://www.vfn.cz;michal.janu@vfn.cz;224 963 290;224 962 339;1;NO;;
NemocniËnÌ lÈk·rna VFN v Praze, odd. v˝deje pro ve¯ejnost II;02995032000;02995660;02995032;00064165;Praha;Ke Karlovu 459/6;12000;Jan˘;Michal;PharmDr.;;muzikova.iveta@vfn.cz;224 947 108;;1;Z;;
NemocniËnÌ lÈk·rna VFN v Praze,odd.v˝deje pro ve¯ejnost III;02995033000;02995670;02995033;00064165;Praha;Karlovo n·mÏstÌ 554/32;12000;Jan˘;Michal;PharmDr.;;katerina.laubova@vfn.cz;224 966 702;;1;Z;;
NemocniËnÌ lÈk·rna VojenskÈ nemocnice Brno;72995071000;72995010;72995071;60555530;Brno;Z·brdovick· 3/3;61500;MlËoch;Michal;PharmDr.;http://www.vnbrno.cz;lekarna@vnbrno.cz;973 445 553;;1;A;;
Nepomuk;45604000000;45995170;45604000;49181378;Nepomuk;Na Vinici II. 564;33501;H·nov·;Anna;PharmDr.;;a.hanova@quick.cz;371 591 666;;1;Z/OOVL;;
